id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
cwm9vcmgwc,2013-12-04,2013-12-04 01:09:54,2013-12-04,FEMALE,44.0,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,other
ygckwt2xko,2013-03-04,2013-03-04 19:59:44,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
tf7znty7qc,2013-06-19,2013-06-19 05:57:13,,MALE,38.0,facebook,0,ko,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
8ahrwv6oqb,2012-10-21,2012-10-21 22:15:16,,FEMALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
docd1s832d,2012-06-17,2012-06-17 03:10:07,,FEMALE,66.0,facebook,0,en,content,facebook,omg,Web,Mac Desktop,Safari,NDF
46ghfcgdal,2013-06-18,2013-06-18 01:55:02,2013-06-24,MALE,29.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
oovtjm604c,2012-07-31,2012-07-31 19:15:24,,MALE,,basic,0,en,sem-non-brand,google,linked,Web,Windows Desktop,AOL Explorer,NDF
zkm6ej86mt,2013-03-21,2013-03-21 14:36:39,2013-03-21,FEMALE,32.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,IT
3p0vpvk6c8,2013-09-07,2013-09-07 20:16:22,2014-02-13,FEMALE,42.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
puc38oo7zo,2012-09-12,2012-09-12 20:41:15,,-unknown-,,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
74gwhnldgn,2013-11-19,2013-11-19 22:17:20,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
8h61drdjli,2012-07-11,2012-07-11 09:02:21,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
o9e1beuxe4,2012-07-25,2012-07-25 02:09:55,2012-07-25,MALE,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
h6aclnhz5g,2013-12-28,2013-12-28 17:45:24,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
lhw15v2wcy,2012-10-04,2012-10-04 19:37:13,,FEMALE,47.0,basic,0,en,content,facebook,omg,Web,Windows Desktop,IE,NDF
q2mjnbtu3x,2013-10-01,2013-10-01 19:39:06,2013-10-03,MALE,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
psrzcgcymu,2014-06-19,2014-06-19 15:35:41,2014-06-21,FEMALE,60.0,basic,0,en,seo,facebook,linked,Web,Windows Desktop,Firefox,GB
uy7a3x3nfn,2013-08-31,2013-08-31 04:21:07,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
6k0w3v0u6r,2014-02-16,2014-02-16 20:15:30,,-unknown-,,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
7dbq2340kh,2013-12-03,2013-12-03 19:16:00,2013-12-13,MALE,23.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
tzxbavcf2k,2013-04-23,2013-04-23 22:08:42,2013-06-11,-unknown-,,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,other
kmfacghxil,2012-06-10,2012-06-10 18:21:42,2012-06-12,MALE,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
kqjs2y1jrp,2014-04-28,2014-04-28 15:33:40,,-unknown-,,basic,0,en,direct,direct,product,Web,Windows Desktop,IE,NDF
1wc7lw5z7f,2013-09-06,2013-09-06 06:16:12,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
5ve81eeja1,2013-09-04,2013-09-04 16:12:36,2013-09-05,-unknown-,57.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,other
1k2e6sidqr,2013-07-08,2013-07-08 12:32:47,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
8cljz8bgsa,2012-01-29,2012-01-29 19:21:54,,-unknown-,42.0,basic,3,en,other,craigslist,linked,Web,Mac Desktop,Firefox,NDF
wp48cwfg1l,2011-10-27,2011-10-27 22:09:51,,-unknown-,,basic,1,en,sem-brand,bing,,Web,Other/Unknown,-unknown-,NDF
mztp484lht,2012-04-14,2012-04-14 17:17:01,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
dbjktqkfk6,2010-04-25,2010-04-25 01:34:25,2010-04-28,FEMALE,31.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
25v247pope,2012-08-12,2012-08-12 18:20:28,2012-08-30,MALE,30.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
zc32cvlh8v,2014-05-09,2014-05-09 15:53:30,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
msffiah084,2013-09-30,2013-09-30 23:22:21,,FEMALE,26.0,basic,24,en,other,meetup,tracked-other,Moweb,iPhone,Mobile Safari,NDF
4fdncbvy8k,2012-11-29,2012-11-29 02:32:45,2013-02-28,-unknown-,72.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NL
bgy17lq35b,2014-06-04,2014-06-04 20:17:06,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
yukid7v58v,2014-03-22,2014-03-22 15:15:34,,FEMALE,24.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
8xpg2puvah,2013-04-10,2013-04-10 03:57:22,2013-04-10,FEMALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,DE
6oc1ewpq0v,2013-05-30,2013-05-30 22:42:12,2013-05-31,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
j35p0vc8s7,2011-01-16,2011-01-16 01:11:09,,-unknown-,,basic,6,en,direct,other,linked,Web,iPhone,Mobile Safari,NDF
ulpb3joe90,2013-06-28,2013-06-28 20:02:32,,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
bsj1nvlv0l,2013-03-15,2013-03-15 17:09:12,2013-10-21,FEMALE,33.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,IT
8hr73h1dm3,2012-10-30,2012-10-30 01:19:45,2012-10-30,FEMALE,34.0,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
87y34tgkkk,2014-04-07,2014-04-07 02:46:07,,-unknown-,39.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
5hexr6qezs,2014-01-14,2014-01-14 23:30:17,2014-01-15,-unknown-,26.0,basic,0,en,other,other,linked,Web,Windows Desktop,Chrome,US
d7wxvb5bwv,2013-09-30,2013-09-30 19:21:09,,MALE,25.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
vxqyrtyab5,2014-06-21,2014-06-21 07:27:12,,-unknown-,,basic,0,en,direct,direct,linked,Moweb,Android Phone,Chrome Mobile,NDF
joay82redf,2014-04-27,2014-04-27 20:17:54,2015-03-05,-unknown-,56.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
g8xuwury8m,2013-07-26,2013-07-26 06:59:44,2013-07-26,MALE,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
mfyqnkde4y,2012-05-29,2012-05-29 22:51:14,,FEMALE,46.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
uwvo6ykzbg,2013-06-27,2013-06-27 23:35:21,2013-06-28,MALE,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,FR
x3g31901sb,2014-01-21,2014-01-21 07:33:48,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
1q4nuslcqe,2013-09-03,2013-09-03 22:14:04,2013-12-30,-unknown-,22.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,IT
p8tld2xh2y,2013-01-13,2013-01-13 18:53:15,,-unknown-,,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,NDF
qjbu8vbn9s,2013-06-07,2013-06-07 21:06:05,,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
rk71b9jj15,2014-02-02,2014-02-02 18:19:38,2015-01-04,FEMALE,45.0,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US
llc1qt9u8w,2013-07-03,2013-07-03 05:38:55,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
iuuujwgjhc,2013-07-26,2013-07-26 02:37:12,,-unknown-,,basic,0,fr,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
haa4u05vts,2012-04-08,2012-04-08 06:24:59,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
i44d8ownt1,2012-11-27,2012-11-27 19:53:45,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
uxebuxkv1m,2012-07-14,2012-07-14 16:02:12,2012-07-17,FEMALE,29.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
35jmyekga7,2013-10-24,2013-10-24 22:20:55,,MALE,29.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
en13jk1mzu,2011-02-13,2011-02-13 18:16:18,2011-02-16,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,US
9oh6u9y0al,2012-09-04,2012-09-04 06:37:36,2012-09-06,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,GB
r6qdctvs5v,2014-01-21,2014-01-21 22:54:52,,FEMALE,60.0,facebook,0,en,content,google,omg,Web,Mac Desktop,Chrome,NDF
wuhhr2lpp6,2013-08-24,2013-08-24 03:08:02,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
nomonj9r88,2013-07-16,2013-07-16 07:51:51,2013-07-17,-unknown-,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
dadm7rhrev,2011-09-30,2011-09-30 23:06:04,2011-12-16,FEMALE,30.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
nhtqrx4owi,2014-01-18,2014-01-18 06:05:07,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
xt2qtvnw2g,2012-07-18,2012-07-18 20:26:06,,FEMALE,33.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
llbl98ilw9,2011-09-24,2011-09-24 03:28:53,,MALE,41.0,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
7uk0k31pew,2014-02-19,2014-02-19 00:41:11,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF
9ntm4r9kx9,2013-03-08,2013-03-08 00:21:13,2013-03-08,-unknown-,46.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
sgrz3wxed7,2013-12-19,2013-12-19 06:42:58,2013-12-19,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
imiwf06zaq,2013-08-04,2013-08-04 19:19:04,,FEMALE,46.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF
m10fm6vtg7,2012-01-05,2012-01-05 02:43:08,,FEMALE,46.0,facebook,2,de,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
yuffyopf7o,2013-04-17,2013-04-17 01:01:43,,FEMALE,32.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Safari,NDF
ngw18xng4l,2013-05-13,2013-05-13 04:44:31,,-unknown-,,basic,0,en,content,gsp,omg,Web,Windows Desktop,Firefox,NDF
qgjc0x84ci,2013-10-20,2013-10-20 02:37:05,,-unknown-,,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
brrv5zssws,2013-09-17,2013-09-17 20:55:40,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
rollr8ulgv,2013-06-06,2013-06-06 19:42:21,2013-06-06,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
vshd3lkk1o,2014-06-14,2014-06-14 02:19:56,,FEMALE,30.0,basic,25,en,direct,direct,linked,iOS,iPhone,Mobile Safari,NDF
cz799ihum7,2014-02-03,2014-02-03 17:58:30,2014-09-11,FEMALE,57.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,ES
x5saob7yh9,2013-04-09,2013-04-09 16:54:30,,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
cejgqbe53h,2012-07-29,2012-07-29 23:45:33,2012-08-06,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,FR
uleinjpgbk,2014-06-22,2014-06-22 04:24:07,,FEMALE,37.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
8ypp44h9t6,2013-05-03,2013-05-03 07:59:02,,MALE,37.0,facebook,21,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
9nkwbff61k,2013-08-11,2013-08-11 23:03:48,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
7wypfce9ah,2014-06-08,2014-06-08 06:05:54,,-unknown-,,basic,0,zh,remarketing,google,linked,Web,Mac Desktop,Safari,NDF
sqgov6r2in,2013-06-10,2013-06-10 23:18:03,,FEMALE,41.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
069920dggp,2013-08-13,2013-08-13 16:40:02,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
1ch8j9j6vx,2011-12-17,2011-12-17 22:33:45,2011-12-18,-unknown-,,basic,3,en,sem-non-brand,google,linked,Web,Android Tablet,IE,US
grr3um5hrg,2013-09-10,2013-09-10 19:29:08,,MALE,26.0,facebook,0,es,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
uvngbjh9zz,2010-12-06,2010-12-06 09:46:39,2010-12-06,MALE,29.0,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
nctbb4yuue,2013-04-25,2013-04-25 04:17:49,,MALE,35.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
jml779xqkf,2011-11-11,2011-11-11 03:43:50,2011-11-12,-unknown-,40.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
g75mnrxqe6,2014-04-28,2014-04-28 16:18:25,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
iqs852asxm,2013-05-22,2013-05-22 17:35:36,,MALE,38.0,basic,0,en,sem-non-brand,google,tracked-other,Web,Windows Desktop,IE,NDF
9szdgl6xkb,2013-09-05,2013-09-05 02:14:52,2013-09-05,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
e7uap4bu7a,2012-01-01,2012-01-01 01:55:42,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,-unknown-,NDF
i0slf0c835,2013-04-05,2013-04-05 03:30:25,2013-04-05,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
3jhcrxcnz1,2013-05-24,2013-05-24 14:15:15,,MALE,45.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
0ut1f83cb5,2011-10-01,2011-10-01 05:36:35,,MALE,59.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
o3ym1lik5q,2014-05-21,2014-05-21 03:05:34,2015-05-15,FEMALE,30.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
yuted5v6m5,2012-05-16,2012-05-16 18:48:43,,MALE,43.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
7zq24dygy2,2012-05-20,2012-05-20 22:08:39,2012-05-20,FEMALE,33.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
eojcrgebwv,2012-01-23,2012-01-23 18:51:08,2012-01-29,FEMALE,63.0,basic,0,en,sem-non-brand,google,linked,Web,iPad,Mobile Safari,US
3s5zcp3b01,2013-12-24,2013-12-24 00:53:08,,MALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
j3uupi6wiq,2012-10-23,2012-10-23 03:07:13,,FEMALE,,basic,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,Chrome,NDF
azbdubo21i,2014-04-16,2014-04-16 01:02:30,2014-04-19,FEMALE,24.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
qgtgsmai7p,2013-01-21,2013-01-21 04:49:17,,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
pj4aq1mkxp,2014-01-16,2014-01-16 01:49:41,2014-01-24,FEMALE,27.0,facebook,0,en,direct,direct,product,Web,iPhone,Mobile Safari,US
b19o7oms1q,2011-09-21,2011-09-21 20:06:15,2011-09-22,FEMALE,32.0,basic,8,en,direct,direct,untracked,Web,Mac Desktop,Chrome,DE
lkgdtlqnug,2012-06-18,2012-06-18 04:37:35,,FEMALE,64.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
fdts04lre2,2013-11-19,2013-11-19 03:39:01,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
oklydfobm8,2011-08-14,2011-08-14 16:04:43,,MALE,43.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
bivfu4iy05,2014-06-24,2014-06-24 20:55:39,2014-06-30,FEMALE,24.0,basic,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,other
2hivd4gbd6,2012-09-05,2012-09-05 16:35:53,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
njbedym2te,2012-07-03,2012-07-03 05:21:09,2012-07-08,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
i6nd5px1tk,2013-02-19,2013-02-19 21:20:31,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Chrome Mobile,NDF
8kwxe54udg,2013-01-11,2013-01-11 18:50:07,,-unknown-,,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
pc8zfz3fvv,2012-03-20,2012-03-20 00:39:48,2013-02-12,-unknown-,,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,US
8p5f960kba,2014-06-22,2014-06-22 16:11:19,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF
vbwmmu5ijy,2014-03-16,2014-03-16 01:21:56,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
wwol7m5khm,2011-09-15,2011-09-15 14:42:14,2011-10-26,FEMALE,22.0,facebook,2,it,sem-brand,google,untracked,Web,Mac Desktop,Firefox,GB
l4zsyi7tio,2013-10-19,2013-10-19 03:40:57,,-unknown-,38.0,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
uoclrpmp05,2014-06-29,2014-06-29 23:02:51,,FEMALE,71.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
yp7bjsrf8c,2013-08-11,2013-08-11 16:33:02,,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
odqx4gulxt,2012-07-21,2012-07-21 13:26:31,,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
nfpc8278wx,2013-03-27,2013-03-27 19:37:14,,MALE,32.0,facebook,0,en,seo,facebook,untracked,Web,Mac Desktop,Safari,NDF
tihuy8fkjm,2012-10-05,2012-10-05 23:10:53,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
x2iedqhx7l,2014-05-23,2014-05-23 01:32:20,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
39viynxogl,2013-12-14,2013-12-14 03:03:36,,-unknown-,,basic,25,zh,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
rojm3mcfk1,2012-08-18,2012-08-18 18:36:18,,FEMALE,,basic,0,en,sem-brand,google,tracked-other,Web,Windows Desktop,Chrome,NDF
7xjwhirra5,2013-07-17,2013-07-17 07:33:57,,MALE,28.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
dzxweqdy2k,2014-06-24,2014-06-24 00:18:59,2014-06-25,FEMALE,22.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
rggee5clpo,2012-08-29,2012-08-29 20:21:21,2013-04-16,MALE,42.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
w7qp2n9358,2011-06-18,2011-06-18 12:30:26,2011-06-18,MALE,,basic,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,FR
u6k4dgqu0x,2011-09-07,2011-09-07 11:01:49,,FEMALE,39.0,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,NDF
0gh5jjyjts,2013-02-20,2013-02-20 06:15:44,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
k17rihur10,2013-03-30,2013-03-30 17:01:15,,FEMALE,36.0,facebook,12,en,api,other,untracked,iOS,iPad,-unknown-,NDF
5xbz3kqf4p,2012-06-23,2012-06-23 06:31:06,2012-06-24,-unknown-,,basic,3,fr,direct,direct,linked,Web,Mac Desktop,Safari,US
bz540dvm57,2014-02-15,2014-02-15 17:55:11,2014-02-15,-unknown-,24.0,basic,24,en,direct,direct,untracked,Moweb,Other/Unknown,-unknown-,US
zgv9j3h43l,2013-09-21,2013-09-21 13:57:37,,FEMALE,55.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
9auq2p9ysc,2014-02-24,2014-02-24 07:56:43,,-unknown-,,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
kalkqyy0rb,2011-11-02,2011-11-02 18:48:56,,FEMALE,27.0,facebook,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
emj28xkqgo,2011-02-20,2011-02-20 01:58:09,2011-08-18,MALE,28.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
0720q1o460,2011-07-19,2011-07-19 21:33:14,2011-07-20,MALE,39.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
6ghnge9lfd,2014-04-18,2014-04-18 06:26:56,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
az23tjffkj,2013-08-16,2013-08-16 17:26:37,2013-08-16,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,IT
w67mqxazau,2014-01-22,2014-01-22 03:03:58,,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Android Phone,Android Browser,NDF
hjcyml32fg,2014-04-29,2014-04-29 05:37:15,2015-01-22,-unknown-,38.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
5n1ezuhydr,2010-05-15,2010-05-15 18:12:55,2010-05-17,-unknown-,33.0,basic,2,es,seo,google,,Web,Other/Unknown,-unknown-,US
vphal8baq7,2013-09-23,2013-09-23 22:26:41,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
v91bpyejtn,2012-04-11,2012-04-11 19:50:14,,MALE,39.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
39rh626pv8,2013-10-28,2013-10-28 02:58:16,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
ai4z0qcwm9,2013-01-19,2013-01-19 20:37:20,2013-01-22,MALE,32.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
tvufs57hxz,2013-05-11,2013-05-11 15:59:01,2013-06-06,-unknown-,24.0,basic,0,de,direct,direct,untracked,Web,Windows Desktop,Chrome,US
n7azyfxowt,2013-04-03,2013-04-03 23:27:50,,FEMALE,50.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
0gyxhfpm4o,2014-02-04,2014-02-04 23:33:31,2014-02-05,-unknown-,38.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,GB
cfevgyescb,2013-07-24,2013-07-24 19:28:38,,-unknown-,,basic,12,zh,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
c36ujw6kd2,2013-06-05,2013-06-05 02:20:41,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
2g5sbifsan,2014-04-06,2014-04-06 06:25:30,2014-05-25,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
n0mmvzb8zj,2013-10-16,2013-10-16 18:12:57,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
t9q4imwiey,2012-06-05,2012-06-05 00:04:11,2012-06-05,-unknown-,34.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US
pngdtapxaz,2014-03-23,2014-03-23 04:35:35,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
d2utjrryv7,2010-09-07,2010-09-07 23:32:33,,-unknown-,,basic,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
nl0poumzst,2013-01-19,2013-01-19 22:08:08,,FEMALE,45.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
ax2w5yo29e,2014-04-08,2014-04-08 20:55:54,,FEMALE,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
lqgdfa2n4m,2013-10-02,2013-10-02 13:55:29,,MALE,60.0,facebook,0,de,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
mif4f36grc,2013-04-12,2013-04-12 19:57:13,2013-05-18,FEMALE,33.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
nibc6eiyky,2012-12-02,2012-12-02 04:43:46,2013-06-18,FEMALE,37.0,facebook,12,en,api,other,linked,Moweb,Windows Desktop,IE,other
6eylqj1v2r,2013-09-10,2013-09-10 23:43:03,,MALE,40.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
vudhdeiped,2013-10-27,2013-10-27 19:16:19,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
bafdrhqnhx,2013-04-23,2013-04-23 21:17:46,2013-04-30,MALE,58.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
7ujowdvfbt,2013-08-07,2013-08-07 00:57:00,,FEMALE,28.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
zuran94qu9,2013-03-24,2013-03-24 21:18:44,,FEMALE,55.0,basic,0,en,other,other,untracked,Web,Mac Desktop,Safari,NDF
h562xxij09,2013-01-27,2013-01-27 00:28:09,,FEMALE,23.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
amkaxebq2y,2013-08-22,2013-08-22 03:36:59,,-unknown-,,basic,0,en,direct,direct,omg,Web,Windows Desktop,IE,NDF
yke0rdcsgl,2011-12-31,2011-12-31 15:31:25,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
1ajpw9yikj,2013-01-29,2013-01-29 04:01:34,,FEMALE,,facebook,12,en,api,other,untracked,Moweb,iPad,Mobile Safari,NDF
